dates,ET,Tr,Es,Ei,Esb,RF,GW,SM1,SM2,SM3
1997-03-06,0.892881512641907,0.311904191970825,0.580975651741028,1.65567740868688e-06,0,0,6600.52001953125,0.128555253148079,0.287151306867599,0.277571320533752
1997-03-07,0.965186595916748,0.325564414262772,0.636522710323334,0.0030994308113098,0,0,6600.52783203125,0.129975616931915,0.286964178085327,0.277557939291
1997-03-08,0.827102720737457,0.236775383353233,0.586108386516571,0.00421890977213151,0,0,6600.53564453125,0.139765590429306,0.286829590797424,0.27754819393158
1997-03-09,0.754156351089478,0.226895481348038,0.527260839939117,0,0,0,6600.54345703125,0.128872752189636,0.286701709032059,0.277538865804672
1997-03-10,0.941009521484375,0.360553801059723,0.580451548099518,4.1448288957213e-06,0,0,6600.55126953125,0.11696021258831,0.286494135856628,0.277523964643478
1997-03-11,0.139992386102676,0.048413697630167,0.0907406881451607,0.000838002775070141,0,0,6600.55908203125,0.138027936220169,0.286469519138336,0.277522027492523
1997-03-12,0.455148905515671,0.141515702009201,0.310462236404419,0.00317095650978027,0,0,6600.56689453125,0.160995289683342,0.286391854286194,0.277516216039658
1997-03-13,0.108616471290588,0.0267047174274921,0.069987616327531,0.0119241399098697,0,0,6600.57470703125,0.38419970870018,0.297149181365967,0.277515321969986
1997-03-14,0.587271273136139,0.161374628543854,0.425798933528185,9.76853875063693e-05,0,0,6600.58251953125,0.281048834323883,0.299779802560806,0.277738809585571
1997-03-15,1.11902856826782,0.341935575008392,0.777074703988824,1.82598771230025e-05,0,0,6600.59033203125,0.264876127243042,0.29903057217598,0.277959048748016
1997-03-16,0.834891974925995,0.256923377513885,0.577965058492425,3.52476550918631e-06,0,0,6600.59814453125,0.252674788236618,0.298333585262299,0.278181344270706
1997-03-17,1.31620049476624,0.46057316660881,0.855608143352086,1.9197759431755e-05,0,0,6600.60595703125,0.234993681311607,0.297515362501144,0.278395235538483
1997-03-18,0.867971420288086,0.313298165798187,0.553625940590397,0.00104733212380765,0,0,6600.61376953125,0.228195041418076,0.296786785125732,0.278613448143005
1997-03-19,0.806026041507721,0.284066140651703,0.521525252242327,0.000434659085503348,0,0,6600.62158203125,0.219254836440086,0.296077489852905,0.278831779956818
1997-03-20,1.36547470092773,0.546697199344635,0.818769698055071,7.77259563008478e-06,0,0,6600.62890625,0.20235638320446,0.295212596654892,0.279039204120636
1997-03-21,0.952684104442596,0.3935526907444,0.55892955225105,0.000201905933392924,0,0,6600.63623046875,0.191500261425972,0.294440716505051,0.279251247644424
1997-03-22,0.967726707458496,0.395368248224258,0.572249922141001,0.000108569177247023,0,0,6600.6435546875,0.179996713995934,0.293669402599335,0.279462158679962
1997-03-23,1.20739161968231,0.486482799053192,0.720902681350708,6.07123096915577e-06,0,0,6600.65087890625,0.165147840976715,0.292845487594604,0.279668420553207
1997-03-24,1.25645136833191,0.580566883087158,0.675868272781372,1.62498995045824e-05,0,0,6600.658203125,0.151262298226357,0.291967302560806,0.279869765043259
1997-03-25,1.41622519493103,0.742121338844299,0.673594772815704,0.00050906456629443,0,0,6600.66552734375,0.13860347867012,0.290995359420776,0.280063271522522
1997-03-26,1.15100574493408,0.679162621498108,0.471756368875504,8.68178070307537e-05,0,0,6600.6728515625,0.12907800078392,0.290063232183456,0.280257821083069
1997-03-27,1.4883793592453,0.897362053394318,0.590406954288483,0.000610315454283683,0,0,6600.68017578125,0.118238307535648,0.289005011320114,0.280441910028458
1997-03-28,1.5181143283844,0.994448661804199,0.523653447628021,1.21290281485134e-05,0,0,6600.6875,0.10749638825655,0.288423806428909,0.280400276184082
1997-03-29,1.13168501853943,0.725737333297729,0.405947655439377,0,0,0,6600.69482421875,0.0991100519895554,0.288000226020813,0.280369728803635
1997-03-30,1.17691552639008,0.777748048305511,0.399139553308487,2.78834794102381e-05,0,0,6600.7021484375,0.0909402817487717,0.287545740604401,0.280336856842041
1997-03-31,2.35682129859924,1.24931120872498,1.03813869315696,0.0693715582139318,0,0,6600.70947265625,0.174175605177879,0.28681418299675,0.280283719301224
1997-04-01,0.200102284550667,0.100356630980968,0.0947464927567612,0.00499915589570304,0,0,6600.716796875,0.252202123403549,0.286764174699783,0.280279457569122
1997-04-02,0.507513165473938,0.259875774383545,0.246959149636137,0.000678217404400086,0,0,6600.72412109375,0.250664114952087,0.286627352237701,0.280268341302872
1997-04-03,0.675507128238678,0.338922590017319,0.336068927268524,0.000515642526155429,0,0,6600.7314453125,0.245489805936813,0.286444127559662,0.280253827571869
1997-04-04,1.77510976791382,1.00651574134827,0.768593984051563,0,0,0,6600.73876953125,0.229506492614746,0.285869568586349,0.28021052479744
1997-04-05,1.95568466186523,1.18229007720947,0.773394626229444,0,0,0,6600.74609375,0.213466987013817,0.28519144654274,0.280159324407578
1997-04-06,2.38520956039429,1.49501097202301,0.890198700151173,0,0,0,6600.75341796875,0.195131316781044,0.284330129623413,0.280094087123871
1997-04-07,1.24634087085724,0.785620212554932,0.457103296626893,0.00361737649673112,0,0,6600.7607421875,0.195263907313347,0.28388249874115,0.280059516429901
1997-04-08,1.62687110900879,0.979407906532288,0.647449315497456,1.38848371613178e-05,0,0,6600.76806640625,0.181854426860809,0.283322364091873,0.280016213655472
1997-04-09,1.70275294780731,1.0686252117157,0.634108543395996,1.92114720919887e-05,0,0,6600.775390625,0.16875322163105,0.282709747552872,0.279968649148941
1997-04-10,1.89481818675995,1.28126084804535,0.613536596298218,2.07621420350506e-05,0,0,6600.78271484375,0.156096160411835,0.281973153352737,0.279911249876022
1997-04-11,1.95372724533081,1.37391877174377,0.579808473587036,0,0,0,6600.7900390625,0.144111543893814,0.281182765960693,0.279849231243134
1997-04-12,2.58785915374756,1.93020915985107,0.654615700244904,0.00303427470912177,0,0,6600.79736328125,0.134438261389732,0.280070126056671,0.27976131439209
1997-04-13,2.09818863868713,1.61210763454437,0.485797345638275,0.000283803906827002,0,0,6600.8046875,0.124809786677361,0.279143214225769,0.279687017202377
1997-04-14,2.04858446121216,1.58710730075836,0.461465299129486,1.19722507354377e-05,0,0,6600.81201171875,0.115286767482758,0.278231710195541,0.279613137245178
1997-04-15,1.73922514915466,1.35876750946045,0.376670986413956,0.00378663370982071,0,0,6600.8193359375,0.113624565303326,0.277452707290649,0.279549270868301
1997-04-16,1.75782632827759,1.37196063995361,0.385865688323975,0,0,0,6600.82666015625,0.105624601244926,0.276667267084122,0.279484242200851
1997-04-17,1.92209720611572,1.54618227481842,0.375902593135834,1.24042659230654e-05,0,0,6600.833984375,0.097860649228096,0.275782406330109,0.27941033244133
1997-04-18,2.13803434371948,1.77482306957245,0.362691611051559,0.000519769049233871,0,0,6600.84130859375,0.0910310074687004,0.27476754784584,0.279324680566788
1997-04-19,2.48335719108582,2.06428241729736,0.41037592291832,0.00869890846847996,0,0,6600.8486328125,0.0924898087978363,0.273588806390762,0.27922397851944
1997-04-20,0.387128472328186,0.299115598201752,0.0829693973064423,0.00504348049128777,0,0,6600.85595703125,0.126489982008934,0.273420244455338,0.279209166765213
1997-04-21,2.28059911727905,1.81700611114502,0.463540732860565,5.21579917923061e-05,0,0,6600.86328125,0.116967782378197,0.272389113903046,0.279119223356247
1997-04-22,1.99820625782013,1.62660503387451,0.371557533740997,4.37272551137298e-05,0,0,6600.87060546875,0.109305799007416,0.271467924118042,0.279037803411484
1997-04-23,1.69847655296326,1.35122895240784,0.338253259658813,0.0089942936734435,0,0,6600.8779296875,0.11634336411953,0.270704358816147,0.278969496488571
1997-04-24,2.27887153625488,1.8764374256134,0.402372896671295,6.12965024297092e-05,0,0,6600.88525390625,0.108081519603729,0.269645124673843,0.278873860836029
1997-04-25,2.6711540222168,2.26167678833008,0.409421473741531,5.58457225984022e-05,0,0,6600.892578125,0.0996859297156334,0.268370032310486,0.278757274150848
1997-04-26,2.86148524284363,2.46309947967529,0.398221671581268,0.000163967825874979,0,0,6600.89990234375,0.0916436389088631,0.266984611749649,0.278628557920456
1997-04-27,2.92041659355164,2.55142188072205,0.368986397981644,8.38924854188984e-06,0,0,6600.90771484375,0.084044486284256,0.265553534030914,0.278493225574493
1997-04-28,2.81043267250061,2.46256375312805,0.342135787010193,0.00573323246797344,0,0,6600.91552734375,0.0831270515918732,0.264176607131958,0.278360575437546
1997-04-29,2.47134947776794,2.17069959640503,0.297305405139923,0.00334442389452552,0,0,6600.92333984375,0.0809181407094002,0.262967258691788,0.278241902589798
1997-04-30,2.73825621604919,2.4260082244873,0.312231868505478,1.62178138396136e-05,0,0,6600.93115234375,0.0744889602065086,0.261619508266449,0.278107523918152
1997-05-01,3.32964205741882,2.99105334281921,0.338550090789795,3.86343813025759e-05,0,0,6600.93896484375,0.0675660669803619,0.259962826967239,0.277939438819885
1997-05-02,1.9484486579895,1.76070749759674,0.187724217772484,1.69222040753201e-05,0,0,6600.94677734375,0.063667818903923,0.258991628885269,0.27783864736557
1997-05-03,3.28322124481201,2.98993015289307,0.292873471975327,0.000417824635424383,0,0,6600.95458984375,0.0580149777233601,0.257346272468567,0.277665793895721
1997-05-04,2.76862454414368,2.53672313690186,0.231901347637177,0,0,0,6600.96240234375,0.0532326586544514,0.255956172943115,0.277516514062881
1997-05-05,3.0531587600708,2.82121849060059,0.231912419199944,2.78140184422567e-05,0,0,6600.97021484375,0.0484877489507198,0.25441586971283,0.277348011732101
1997-05-06,0.843131065368652,0.696117281913757,0.130024179816246,0.0169895593134497,0,0,6600.97802734375,0.102182410657406,0.254036426544189,0.277305603027344
1997-05-07,0.931994259357452,0.783985078334808,0.147682711482048,0.000326483253435282,0,0,6600.98583984375,0.099917858839035,0.25361430644989,0.277257651090622
1997-05-08,2.70949268341064,2.32219862937927,0.38728591799736,8.12645061477644e-06,0,0,6600.99365234375,0.0919322073459625,0.252358853816986,0.277115374803543
1997-05-09,3.04132413864136,2.5814037322998,0.445509046316147,0.0144115407199651,0,0,6601.00146484375,0.0969848036766052,0.250967442989349,0.276955097913742
1997-05-10,2.45108938217163,2.1103184223175,0.340490758419037,0.000280046069494801,0,0,6601.00927734375,0.0902729332447052,0.249835610389709,0.276822030544281
1997-05-11,1.37314081192017,1.13343453407288,0.227808058261871,0.0118982482707172,0,0,6601.01708984375,0.112117491662502,0.249230623245239,0.276749581098557
1997-05-12,0.26665136218071,0.200577735900879,0.0617201253771782,0.00435349642752001,0,0,6601.02490234375,0.16252101957798,0.249127611517906,0.276736468076706
1997-05-13,2.92084097862244,2.28222179412842,0.638609290122986,9.71005854121744e-06,0,0,6601.03271484375,0.149355128407478,0.247915923595428,0.276589721441269
1997-05-14,3.35003018379211,2.63882374763489,0.711206376552582,0,0,0,6601.04052734375,0.134758993983269,0.246517792344093,0.276417851448059
1997-05-15,2.54749321937561,2.03901648521423,0.50844269990921,3.40422088914067e-05,0,0,6601.04833984375,0.124297313392162,0.245442777872086,0.276282966136932
1997-05-16,3.16314387321472,2.57586026191711,0.587267339229584,1.63166543687954e-05,0,0,6601.05615234375,0.112259194254875,0.244086936116219,0.276110678911209
1997-05-17,3.28191733360291,2.72797584533691,0.553916096687317,2.54899509933792e-05,0,0,6601.06396484375,0.100926905870438,0.242656096816063,0.275925546884537
1997-05-18,2.98453664779663,2.50749444961548,0.476788282394409,0.000253862364797027,0,0,6601.07177734375,0.0914143100380898,0.241346672177315,0.27575272321701
1997-05-19,1.83661639690399,1.55485105514526,0.281760513782501,4.89521762758919e-06,0,0,6601.07958984375,0.0855601280927658,0.240538850426674,0.275643944740295
1997-05-20,2.67396545410156,2.27319383621216,0.400756984949112,1.44662911046465e-05,0,0,6601.08740234375,0.0773490369319916,0.239359468221664,0.275483667850494
1997-05-21,2.9448184967041,2.52575254440308,0.419057637453079,8.3009038101761e-06,0,0,6601.09521484375,0.0687841475009918,0.238053545355797,0.275303333997726
1997-05-22,2.49715566635132,2.14566087722778,0.350692480802536,0.00080228046584733,0,0,6601.103515625,0.0625348165631294,0.23694883286953,0.275147944688797
1997-05-23,2.68150305747986,2.32792234420776,0.353573024272919,7.68656963734717e-06,0,0,6601.11181640625,0.0553160794079304,0.235754519701004,0.274977385997772
1997-05-24,2.7596743106842,2.43500900268555,0.32466533780098,0,0,0,6601.1201171875,0.0486851967871189,0.234510138630867,0.274796724319458
1997-05-25,2.92001175880432,2.55755281448364,0.355679780244827,0.00677922984031152,0,0,6601.12841796875,0.0483750440180302,0.233208701014519,0.274604439735413
1997-05-26,2.73602414131165,2.43100452423096,0.305019676685333,0,0,0,6601.13671875,0.0421543419361115,0.231977730989456,0.274419128894806
1997-05-27,1.24583113193512,0.979416012763977,0.248238205909729,0.0181769708168679,0,0,6601.14501953125,0.0836800932884216,0.231483161449432,0.274343252182007
1997-05-28,2.66086173057556,2.14676809310913,0.513129591941833,0.000963964269067584,0,0,6601.1533203125,0.0743910893797874,0.23040634393692,0.274176508188248
1997-05-29,2.04035472869873,1.67584693431854,0.363961696624756,0.00054592627407397,0,0,6601.16162109375,0.0678033083677292,0.229569047689438,0.274044752120972
1997-05-30,2.96302318572998,2.46834373474121,0.494664311408997,1.51501411511254e-05,0,0,6601.169921875,0.0577581152319908,0.228338733315468,0.273849159479141
1997-05-31,2.52145218849182,1.99477565288544,0.511123597621918,0.0155530405247053,0,0,6601.17822265625,0.067365862429142,0.227348759770393,0.273688971996307
1997-06-01,2.63457202911377,2.15027952194214,0.484278798103333,1.37549056984936e-05,0,0,6601.1865234375,0.0575296320021152,0.226286828517914,0.273514539003372
1997-06-02,2.12086153030396,1.56816935539246,0.53044980764389,0.022242335468648,0,0,6601.19482421875,0.0834018066525459,0.225515216588974,0.273385763168335
1997-06-03,1.55986130237579,1.17816853523254,0.381440043449402,0.000252747440943283,0,0,6601.203125,0.0761019214987755,0.224939659237862,0.273288130760193
1997-06-04,2.76774978637695,2.14215850830078,0.62554919719696,4.19517838806212e-05,0,0,6601.21142578125,0.063452385365963,0.223893269896507,0.273109912872314
1997-06-05,2.68466067314148,2.14229321479797,0.542271912097931,9.55999622753601e-05,0,0,6601.2197265625,0.0525646954774857,0.222850471735001,0.272929698228836
1997-06-06,2.57756638526917,2.11621189117432,0.461354553699493,0,0,0,6601.22802734375,0.043206874281168,0.221824154257774,0.272749692201614
1997-06-07,2.67580890655518,1.44000792503357,1.15862584114075,0.0771750815501741,0,0,6601.236328125,0.146118625998497,0.221128091216087,0.272625744342804
1997-06-08,2.99347591400146,1.78270602226257,1.21075737476349,1.23108719300216e-05,0,0,6601.24462890625,0.121556855738163,0.220278173685074,0.272471308708191
1997-06-09,2.89583230018616,1.80823874473572,1.08758735656738,6.2182889577609e-06,0,0,6601.2529296875,0.0995109751820564,0.219417214393616,0.272313237190247
1997-06-10,2.48130369186401,1.41160643100739,1.04585492610931,0.0238423401841279,0,0,6601.26123046875,0.118584081530571,0.218747138977051,0.272188633680344
1997-06-11,2.88684320449829,1.7701690196991,1.11664927005768,2.46771606827005e-05,0,0,6601.27001953125,0.0959897637367249,0.217910155653954,0.272031396627426
1997-06-12,2.71998047828674,1.69980680942535,1.01271414756775,0.00745944882634107,0,0,6601.27880859375,0.0858276188373566,0.217107906937599,0.271879076957703
1997-06-13,2.43520641326904,1.49861311912537,0.923253357410431,0.0133399243472337,0,0,6601.28759765625,0.0879990831017494,0.216402858495712,0.271743655204773
1997-06-14,2.57731580734253,1.67458772659302,0.900542497634888,0.00218563554664161,0,0,6601.29638671875,0.072826124727726,0.215617597103119,0.271591246128082
1997-06-15,2.34439945220947,1.59653329849243,0.74606841802597,0.00179776372640292,0,0,6601.30517578125,0.0602989383041859,0.21487058699131,0.271444737911224
1997-06-16,2.08443808555603,1.49336063861847,0.591071724891663,5.79121254738644e-06,0,0,6601.31396484375,0.0483361184597015,0.214173436164856,0.271306604146957
1997-06-17,1.30252265930176,0.989967465400696,0.312536776065826,1.831294135931e-05,0,0,6601.32275390625,0.0420075990259647,0.213712051510811,0.271214216947556
1997-06-18,1.90359306335449,1.29681313037872,0.592208445072174,0.0145714465623979,0,0,6601.33154296875,0.0554362647235394,0.213108628988266,0.271092772483826
1997-06-19,2.09762144088745,1.50555992126465,0.588334739208221,0.0037266116047368,0,0,6601.34033203125,0.0493730418384075,0.212411522865295,0.270951002836227
1997-06-20,2.0225133895874,1.54142761230469,0.481057703495026,2.80309230103495e-05,0,0,6601.34912109375,0.0396717414259911,0.211699783802032,0.270804792642593
1997-06-21,2.11421966552734,1.61821484565735,0.491189539432526,0.00481539388244078,0,0,6601.35791015625,0.0363583117723465,0.210954487323761,0.270650207996368
1997-06-22,1.99592399597168,1.53596544265747,0.453507274389267,0.00645120348749601,0,0,6601.36669921875,0.0365289896726608,0.210249423980713,0.270502328872681
1997-06-23,1.98842549324036,1.56201863288879,0.422214567661285,0.00419232234225691,0,0,6601.37548828125,0.03395976126194,0.20953506231308,0.270350873470306
1997-06-24,1.83927917480469,1.34260618686676,0.482932925224304,0.0137400396654466,0,0,6601.38427734375,0.0465739779174328,0.208922922611237,0.270219683647156
1997-06-25,2.23861265182495,1.30048322677612,0.899012565612793,0.0391167520889938,0,0,6601.39306640625,0.0979894548654556,0.208332940936089,0.27009180188179
1997-06-26,2.63598108291626,1.67710089683533,0.958781242370605,9.88650746151781e-05,0,0,6601.40185546875,0.078706830739975,0.207579031586647,0.269926011562347
1997-06-27,2.39706587791443,1.68141937255859,0.71564644575119,0,0,0,6601.41064453125,0.0641981288790703,0.206824600696564,0.269758582115173
1997-06-28,1.93658745288849,1.41599977016449,0.515918850898743,0.00466885530365126,0,0,6601.41943359375,0.0616921000182629,0.206190958619118,0.269616395235062
1997-06-29,2.50717282295227,1.9222252368927,0.583858132362366,0.00108926860489338,0,0,6601.42822265625,0.0512211211025715,0.205333173274994,0.269422352313995
1997-06-30,2.40215229988098,1.9349844455719,0.466771304607391,0.000396525099286045,0,0,6601.43701171875,0.0422415100038052,0.204472869634628,0.26922532916069
1997-07-01,2.10287928581238,1.7249059677124,0.373371809720993,0.00460145516000058,0,0,6601.44580078125,0.0409515537321568,0.203708872199059,0.269048124551773
1997-07-02,2.18982434272766,1.77089238166809,0.410566747188568,0.0083652603086817,0,0,6601.45458984375,0.0431347228586674,0.202927768230438,0.268864840269089
1997-07-03,1.66104805469513,1.06326270103455,0.559392273426056,0.0383930821794144,0,0,6601.4638671875,0.1159333512187,0.202460721135139,0.268753677606583
1997-07-04,1.19051933288574,0.819748401641846,0.370765030384064,5.94448719890851e-06,0,0,6601.47314453125,0.108246758580208,0.202107712626457,0.268667459487915
1997-07-05,3.00956034660339,2.1339008808136,0.87565141916275,8.162790723704e-06,0,0,6601.482421875,0.0904728770256042,0.201181009411812,0.268443137407303
1997-07-06,3.06628727912903,2.16244649887085,0.880551695823669,0.023289048526003,0,0,6601.49169921875,0.0964064225554466,0.200245380401611,0.268213719129562
1997-07-07,3.4156482219696,2.63542485237122,0.777542114257812,0.00268131034782643,0,0,6601.5009765625,0.083112046122551,0.199111118912697,0.267931699752808
1997-07-08,3.29135727882385,2.66343379020691,0.627904832363129,1.86977318282686e-05,0,0,6601.51025390625,0.0703641027212143,0.197971343994141,0.267643481492996
1997-07-09,2.99961185455322,2.51805877685547,0.481450706720352,0.000102239666476652,0,0,6601.51953125,0.0606557764112949,0.196900218725204,0.2673679292202
1997-07-10,3.12292814254761,2.70186257362366,0.419358134269714,0.0017074725207382,0,0,6601.52880859375,0.0536333285272121,0.195757418870926,0.267069190740585
1997-07-11,2.81971430778503,2.50198411941528,0.317730277776718,0,0,0,6601.5380859375,0.0471453294157982,0.1947061419487,0.26678940653801
1997-07-12,2.9990246295929,2.70267128944397,0.296343386173248,9.97466987812783e-06,0,0,6601.54736328125,0.0411095805466175,0.193577393889427,0.266484141349792
1997-07-13,3.0222692489624,2.77679634094238,0.245452404022217,2.04085576675406e-05,0,0,6601.556640625,0.0361150465905666,0.192425474524498,0.266167104244232
1997-07-14,2.91459918022156,2.72499322891235,0.189596459269524,9.56876534752399e-06,0,0,6601.56591796875,0.0322416312992573,0.191302925348282,0.265852481126785
1997-07-15,3.20019054412842,3.01671886444092,0.183448985219002,2.25435102043812e-05,0,0,6601.57568359375,0.028509296476841,0.190069049596786,0.265500515699387
1997-07-16,3.28413987159729,3.06024074554443,0.21018011868,0.0137189809372192,0,0,6601.58544921875,0.0341823697090149,0.188827246427536,0.265139311552048
1997-07-17,2.82032775878906,2.41542458534241,0.346975386142731,0.0579277662431569,0,0,6601.59521484375,0.0836230665445328,0.187855377793312,0.264850676059723
1997-07-18,2.76069378852844,2.43116283416748,0.322240561246872,0.00729046293533828,0,0,6601.60498046875,0.0841462686657906,0.186887860298157,0.264557510614395
1997-07-19,1.20207798480988,0.921565175056458,0.232851520654875,0.0476613467632616,0,0,6601.61474609375,0.207526221871376,0.186525598168373,0.264444947242737
1997-07-20,4.68947887420654,3.78173637390137,0.907729286453516,1.35257947663459e-05,0,0,6601.62451171875,0.188857808709145,0.185043334960938,0.263983637094498
1997-07-21,4.92171859741211,3.85251188278198,0.917722398450798,0.151484624793096,0,0,6601.63427734375,0.258971214294434,0.183547422289848,0.263507336378098
1997-07-22,3.76932430267334,3.11118626594543,0.655074139342064,0.00306389017712214,0,0,6601.64404296875,0.247606620192528,0.182360544800758,0.26311719417572
1997-07-23,4.19510269165039,3.48210763931274,0.707329646837925,0.00566537973213478,0,0,6601.65380859375,0.236681520938873,0.181040436029434,0.262675851583481
1997-07-24,4.5561900138855,3.81234550476074,0.743808839556007,3.56205203786614e-05,0,0,6601.66357421875,0.221227020025253,0.179606527090073,0.262186884880066
1997-07-25,4.6335711479187,3.92469954490662,0.708733944884265,0.00013799604890809,0,0,6601.673828125,0.206575989723206,0.17814427614212,0.261676996946335
1997-07-26,4.38785457611084,3.74932670593262,0.638475603365447,5.25185961983478e-05,0,0,6601.68408203125,0.193319037556648,0.176762238144875,0.261183440685272
1997-07-27,4.19141340255737,3.63174104690552,0.558472441758129,0.00119954735956461,0,0,6601.6943359375,0.182483479380608,0.1754370033741,0.260699450969696
1997-07-28,4.15426063537598,3.64594578742981,0.508269071578979,4.56143032581684e-05,0,0,6601.70458984375,0.17189122736454,0.174119308590889,0.260207861661911
1997-07-29,4.01037216186523,3.47230768203735,0.473178492459634,0.0648862689340146,0,0,6601.71484375,0.209584295749664,0.172877162694931,0.259734272956848
1997-07-30,4.08898162841797,3.58705806732178,0.477709811317115,0.024213608450293,0,0,6601.72509765625,0.216366440057755,0.171609610319138,0.259239822626114
1997-07-31,3.81564283370972,3.3613133430481,0.435334806324368,0.018994560685784,0,0,6601.73583984375,0.221076503396034,0.170435532927513,0.258771359920502
1997-08-01,1.86337471008301,1.53746271133423,0.18901296303,0.13689902183211,0,0,6601.74658203125,0.381635785102844,0.172006115317345,0.258559942245483
1997-08-02,4.74705839157104,4.26194190979004,0.485080109767855,3.62119346155145e-05,0,0,6601.75732421875,0.277482897043228,0.17373688519001,0.257972538471222
1997-08-03,3.36960434913635,3.02684426307678,0.342152224058486,0.000607879437079698,0,0,6601.76806640625,0.270436733961105,0.172651872038841,0.257565051317215
1997-08-04,4.00968647003174,3.60791015625,0.401776312390377,0,0,0,6601.77880859375,0.26170814037323,0.171365305781364,0.25707483291626
1997-08-05,4.17521381378174,3.75484538078308,0.420354981291927,1.33037911894438e-05,0,0,6601.78955078125,0.252639323472977,0.17003870010376,0.256558895111084
1997-08-06,4.01406240463257,3.59140348434448,0.400468073830889,0.0221909403405693,0,0,6601.80029296875,0.258205533027649,0.168783694505692,0.25605970621109
1997-08-07,2.20406603813171,1.93458294868469,0.19991736040718,0.0695657119049988,0,0,6601.8115234375,0.342677712440491,0.168123841285706,0.255787670612335
1997-08-08,4.30624723434448,3.90855360031128,0.397693824680131,0,0,0,6601.82275390625,0.254314929246902,0.169527724385262,0.255235761404037
1997-08-09,4.12154340744019,3.758944272995,0.362599152809684,0,0,0,6601.833984375,0.246412709355354,0.168208032846451,0.254715532064438
1997-08-10,4.08314609527588,3.71752738952637,0.365599002898248,1.94016156341211e-05,0,0,6601.84521484375,0.238484799861908,0.166916653513908,0.254195094108582
1997-08-11,4.10586643218994,3.73657894134521,0.360585734190256,0.00870195474478867,0,0,6601.8564453125,0.236352056264877,0.165631994605064,0.253666162490845
1997-08-12,3.80318593978882,3.46568369865417,0.326900577241252,0.010601648366665,0,0,6601.86767578125,0.236743107438087,0.16445454955101,0.253170102834702
1997-08-13,4.1269850730896,3.78735542297363,0.339629688843148,-6.18503021778451e-10,0,0,6601.87890625,0.229347094893456,0.163179621100426,0.252622544765472
1997-08-14,3.67139077186584,3.36752676963806,0.303852495875212,1.13397374827508e-05,0,0,6601.890625,0.222696557641029,0.162059590220451,0.252130478620529
1997-08-15,3.03957438468933,2.74214696884155,0.257060812346704,0.0403667189244465,0,0,6601.90234375,0.253557801246643,0.161159127950668,0.251725971698761
1997-08-16,0.811934649944305,0.741970121860504,0.0643622747376395,0.00560222524465999,0,0,6601.9140625,0.27238741517067,0.160931512713432,0.251615136861801
1997-08-17,3.81431770324707,3.49457883834839,0.319693461585344,4.52311805846709e-05,0,0,6601.92578125,0.265324920415878,0.159796759486198,0.251094579696655
1997-08-18,3.73557639122009,3.4315972328186,0.29991724137947,0.00406195308544061,0,0,6601.9375,0.261854737997055,0.158693045377731,0.250578880310059
1997-08-19,4.02318477630615,3.44621324539185,0.352789845778726,0.22418167153447,0,0,6601.94921875,0.378197968006134,0.15851666033268,0.250060528516769
1997-08-20,1.10397040843964,0.934109270572662,0.0894296149554348,0.0804315490913114,0,0,6601.9609375,0.291073769330978,0.168714165687561,0.249930381774902
1997-08-21,4.50594091415405,4.11892557144165,0.386988689218051,2.67792928795183e-05,0,0,6601.97314453125,0.22035801410675,0.169371515512466,0.249378904700279
1997-08-22,3.98397374153137,3.63503313064575,0.348940589618902,5.51702882254301e-08,0,0,6601.9853515625,0.212820887565613,0.168039128184319,0.248898074030876
1997-08-23,4.47802019119263,4.07135677337646,0.4066230270566,4.04718037762804e-05,0,0,6601.99755859375,0.204173907637596,0.166560411453247,0.248352944850922
1997-08-24,4.19034481048584,3.74715948104858,0.380496189403446,0.0626893940472666,0,0,6602.009765625,0.238620638847351,0.165216565132141,0.247844353318214
1997-08-25,3.66802096366882,3.31331825256348,0.350140913817653,0.00456191272616585,0,0,6602.02197265625,0.234466433525085,0.164046213030815,0.247389033436775
1997-08-26,3.98414063453674,3.61492443084717,0.369182460635931,3.39523423591022e-05,0,0,6602.0341796875,0.226510480046272,0.162780076265335,0.24688708782196
1997-08-27,4.143479347229,3.75025844573975,0.393173803375328,4.70773369852368e-05,0,0,6602.04638671875,0.218103811144829,0.161480098962784,0.246360197663307
1997-08-28,3.66091299057007,3.03624939918518,0.354473387072209,0.270190171327967,0,0,6602.05908203125,0.378285527229309,0.16211986541748,0.245938003063202
1997-08-29,1.66413724422455,1.48781824111938,0.160510213799752,0.015808835662794,0,0,6602.07177734375,0.289603114128113,0.165540516376495,0.24573065340519
1997-08-30,4.0661244392395,3.64144420623779,0.423385439530741,0.00129466116300626,0,0,6602.08447265625,0.21953971683979,0.166361585259438,0.24524100124836
1997-08-31,4.23642921447754,3.67605352401733,0.459021563256144,0.101354087337667,0,0,6602.09716796875,0.278476059436798,0.165017291903496,0.244753703474998
1997-09-01,2.9615273475647,2.62145662307739,0.311309143280655,0.0287615651891557,0,0,6602.10986328125,0.301591217517853,0.164078876376152,0.244401633739471
1997-09-02,2.98998022079468,2.65118646621704,0.338742891100575,5.06989620949413e-05,0,0,6602.12255859375,0.228450998663902,0.165402427315712,0.244042456150055
1997-09-03,3.33782887458801,2.9529345035553,0.384875799739805,1.85751263877533e-05,0,0,6602.13525390625,0.220191597938538,0.164327815175056,0.243650078773499
1997-09-04,3.42579412460327,3.02463102340698,0.401163168927448,0,0,0,6602.14794921875,0.211611211299896,0.163235828280449,0.243244081735611
