dates,ET,Tr,Es,Ei,Esb,RF,GW,SM1,SM2,SM3
2011-08-05,3.91843938827515,3.57553911209106,0.328877078494919,0.0140232322612833,0,0,6732.40478515625,0.258176773786545,0.159224301576614,0.0840941369533539
2011-08-06,3.3005211353302,2.97519683837891,0.267922795170314,0.057401393891901,0,0,6732.43505859375,0.303195029497147,0.157211452722549,0.0840874388813972
2011-08-07,3.9695611000061,3.62946510314941,0.324069778929582,0.0160262155841565,0,0,6732.46533203125,0.24136871099472,0.157038107514381,0.0840789005160332
2011-08-08,4.77344226837158,4.36456441879272,0.408877663841486,0,0,0,6732.49560546875,0.232546254992485,0.154073148965836,0.0840686932206154
2011-08-09,4.80944967269897,4.35703468322754,0.415960111009262,0.036454860834813,0,0,6732.52587890625,0.243886187672615,0.151115328073502,0.0840575471520424
2011-08-10,3.68435478210449,3.1874623298645,0.310463429890163,0.186428946819776,0,0,6732.55615234375,0.37639331817627,0.148965552449226,0.0840485915541649
2011-08-11,3.98024678230286,3.34003043174744,0.335294508943873,0.304921918822247,0,0,6732.58642578125,0.286631137132645,0.156775444746017,0.084040492773056
2011-08-12,4.12059831619263,3.74367880821228,0.338890073122811,0.0380295665886488,0,0,6732.61669921875,0.30476376414299,0.154241263866425,0.0840316563844681
2011-08-13,4.43138265609741,4.06196737289429,0.368325560464392,0.00108953885397262,0,0,6732.64697265625,0.230525061488152,0.153792172670364,0.0840213298797607
2011-08-14,4.05159521102905,3.42779874801636,0.335790668718582,0.288005991616647,0,0,6732.67724609375,0.378488689661026,0.152918875217438,0.0840129032731056
2011-08-15,2.66958117485046,2.20812225341797,0.20903987483635,0.25241900948071,0,0,6732.70751953125,0.288480579853058,0.164139792323112,0.0840082392096519
2011-08-16,3.53402900695801,3.24724364280701,0.286713945128939,7.1422162825784e-05,0,0,6732.73779296875,0.282033145427704,0.161940321326256,0.0840019434690475
2011-08-17,1.07723414897919,0.903390824794769,0.0809472815843522,0.0928960920918063,0,0,6732.76806640625,0.383637249469757,0.167320191860199,0.0840000957250595
2011-08-18,0.709850132465363,0.61736798286438,0.0570825415651036,0.0353996291806378,0,0,6732.79833984375,0.289709389209747,0.175316914916039,0.0839990377426147
2011-08-19,0.560630679130554,0.50386369228363,0.04887364792622,0.00789331616046068,0,0,6732.82861328125,0.266022384166718,0.177125334739685,0.0839983969926834
2011-08-20,4.04334831237793,3.68976950645447,0.353578770308041,0,0,0,6732.85888671875,0.258255511522293,0.174614757299423,0.0839934498071671
2011-08-21,3.91350746154785,3.57484650611877,0.33860330464743,5.77411225442597e-05,0,0,6732.88916015625,0.250852197408676,0.17218317091465,0.0839883089065552
2011-08-22,3.68812894821167,3.36647820472717,0.32146817593797,0.000182538137215997,0,0,6732.91943359375,0.24391433596611,0.169894680380821,0.0839830935001373
2011-08-23,3.58448004722595,3.2583270072937,0.31214981439501,0.0140032808352344,0,0,6732.94970703125,0.248590558767319,0.167680725455284,0.0839776992797852
2011-08-24,4.06122064590454,3.68668961524963,0.362423772694061,0.0121073550106708,0,0,6732.97998046875,0.249464973807335,0.165174439549446,0.0839712768793106
2011-08-25,3.09916543960571,2.67049169540405,0.275856251789709,0.152817507836852,0,0,6733.01025390625,0.379730075597763,0.163834065198898,0.0839662551879883
2011-08-26,2.69402265548706,2.29529809951782,0.253262846302457,0.145461810820831,0,0,6733.04052734375,0.287151515483856,0.170777454972267,0.0839622989296913
2011-08-27,2.83215641975403,2.534916639328,0.278574739628247,0.018664985376781,0,0,6733.07080078125,0.299841910600662,0.169063568115234,0.0839581713080406
2011-08-28,3.58108329772949,3.22638535499573,0.354471039327271,0.000226959956408366,0,0,6733.10107421875,0.227068439126015,0.169121146202087,0.0839527323842049
2011-08-29,4.28682661056519,3.86869025230408,0.418061153983579,7.52160549366183e-05,0,0,6733.13134765625,0.218172639608383,0.166487157344818,0.0839462578296661
2011-08-30,3.73729133605957,3.36311531066895,0.374166080474428,1.00302900320958e-05,0,0,6733.16162109375,0.21013680100441,0.16420005261898,0.0839401409029961
2011-08-31,4.4198203086853,3.92954468727112,0.472796077005368,0.0174795140404991,0,0,6733.19189453125,0.211766794323921,0.161525011062622,0.0839327052235603
2011-09-01,0.8801229596138,0.699527144432068,0.0869845538512662,0.093611246164595,0,0,6733.22216796875,0.38370081782341,0.16742567718029,0.0839312449097633
2011-09-02,2.53876328468323,2.22115659713745,0.277583606975998,0.0400230470337039,0,0,6733.25244140625,0.285200089216232,0.170801639556885,0.0839273631572723
2011-09-03,0.118762589991093,0.102448284626007,0.013656014073077,0.00265829285818062,0,0,6733.28271484375,0.353912651538849,0.170752763748169,0.0839277803897858
2011-09-04,3.41069078445435,2.99312305450439,0.417519308710765,4.8402173223185e-05,0,0,6733.31298828125,0.261190384626389,0.171609148383141,0.0839229822158813
2011-09-05,3.06974005699158,2.68581342697144,0.383917756374233,8.71398592362387e-06,0,0,6733.34326171875,0.252845168113708,0.169788613915443,0.0839187353849411
2011-09-06,3.15766382217407,2.75833964347839,0.399306987174164,1.71595616582589e-05,0,0,6733.37353515625,0.244222551584244,0.167918175458908,0.0839141309261322
2011-09-07,1.47721767425537,1.2772091627121,0.200000289371624,8.2426276969421e-06,0,0,6733.40380859375,0.239621862769127,0.167062655091286,0.0839117243885994
2011-09-08,2.67836737632751,2.30520534515381,0.372968045261801,0.000194101715776861,0,0,6733.43408203125,0.23177270591259,0.165502399206161,0.0839075073599815
2011-09-09,2.08684897422791,1.71465802192688,0.298677925430098,0.0735130573524787,0,0,6733.46435546875,0.336850464344025,0.164347961544991,0.0839041471481323
2011-09-10,0.25545135140419,0.201660767197609,0.0419822258090983,0.0118083717784134,0,0,6733.49462890625,0.306834518909454,0.169892445206642,0.0839041024446487
2011-09-11,1.38762855529785,1.14823651313782,0.236548232401273,0.00284381737603315,0,0,6733.52490234375,0.240014135837555,0.171453282237053,0.0839021354913712
2011-09-12,0.954547345638275,0.784326374530792,0.166316908879879,0.0039040589621577,0,0,6733.55517578125,0.248559519648552,0.170934528112411,0.0839008465409279
2011-09-13,0.428578525781631,0.350596189498901,0.0779794430222667,2.88959449210157e-06,0,0,6733.58544921875,0.246399760246277,0.17071345448494,0.0839003995060921
2011-09-14,2.58181238174438,2.10817670822144,0.473201614253893,0.000434078908294523,0,0,6733.61572265625,0.236841544508934,0.169287815690041,0.0838969349861145
2011-09-15,2.13450217247009,1.73409759998322,0.399822889429907,0.000581779222949233,0,0,6733.64599609375,0.229149296879768,0.168118208646774,0.0838938802480698
2011-09-16,2.00817394256592,1.15100836753845,0.388723850321792,0.468441806047322,0,0,6733.67626953125,0.377622097730637,0.189473524689674,0.0838929638266563
2011-09-17,0.25829204916954,0.193304255604744,0.0630604804592193,0.00192731871424641,0,0,6733.70654296875,0.291831314563751,0.19300302863121,0.0838934481143951
2011-09-18,0.266737282276154,0.196138173341751,0.0705983145038463,8.07529745160599e-07,0,0,6733.73681640625,0.227222934365273,0.195044130086899,0.0838939994573593
2011-09-19,2.08264183998108,1.52326798439026,0.559361999918477,1.18125308096068e-05,0,0,6733.76708984375,0.215482249855995,0.194013699889183,0.0838930830359459
2011-09-20,2.07642602920532,1.50958502292633,0.566829718097271,1.12998881572305e-05,0,0,6733.79736328125,0.203622490167618,0.192991778254509,0.0838921144604683
2011-09-21,2.14544034004211,1.55649554729462,0.58892824653027,1.63517345296588e-05,0,0,6733.82763671875,0.191359296441078,0.191936790943146,0.0838910192251205
2011-09-22,2.23246932029724,1.59489989280701,0.637569364129962,0,0,0,6733.85791015625,0.178128987550735,0.190854474902153,0.0838898196816444
2011-09-23,2.11324191093445,1.51380610466003,0.599435746669769,0,0,0,6733.88818359375,0.165695041418076,0.189826890826225,0.0838886350393295
2011-09-24,2.16130256652832,1.56512141227722,0.596165478229523,1.56450484728858e-05,0,0,6733.91845703125,0.153383553028107,0.188763156533241,0.0838873237371445
2011-09-25,2.13568687438965,1.55777943134308,0.577897191047668,1.02676903586042e-05,0,0,6733.94873046875,0.141460001468658,0.187703564763069,0.083885945379734
2011-09-26,1.96940183639526,1.43825364112854,0.531134426593781,1.38141695159895e-05,0,0,6733.97900390625,0.130509436130524,0.186725169420242,0.0838846415281296
2011-09-27,1.89820182323456,1.39572131633759,0.502418398857117,6.21149005890741e-05,0,0,6734.00927734375,0.120252951979637,0.185775205492973,0.0838833302259445
2011-09-28,0.869877815246582,0.633316516876221,0.236507222056389,5.40817586472177e-05,0,0,6734.03955078125,0.115439385175705,0.185348004102707,0.0838828906416893
2011-09-29,1.11176478862762,0.6893550157547,0.406437009572983,0.0159727625813571,0,0,6734.06982421875,0.164257511496544,0.184881955385208,0.0838823840022087
2011-09-30,1.08240640163422,0.595127046108246,0.467220904602616,0.0200584135447774,0,0,6734.10009765625,0.22839067876339,0.184484735131264,0.0838820338249207
2011-10-01,0.653875291347504,0.359007567167282,0.29481291118679,5.48479704753052e-05,0,0,6734.13037109375,0.222266212105751,0.184255018830299,0.0838820263743401
2011-10-02,0.814584672451019,0.425212919712067,0.389363376647158,8.39817851511063e-06,0,0,6734.16064453125,0.213966652750969,0.183979362249374,0.0838819220662117
2011-10-03,1.62323033809662,0.863242328166962,0.759988012536995,0,0,0,6734.19091796875,0.198231816291809,0.183402538299561,0.0838811621069908
2011-10-04,1.16795027256012,0.610628426074982,0.556632853118021,0.000689015825743193,0,0,6734.22119140625,0.1893669962883,0.182997822761536,0.0838806927204132
2011-10-05,1.47038614749908,0.748045265674591,0.722327988492586,1.28313207246852e-05,0,0,6734.25146484375,0.174490332603455,0.182498082518578,0.0838800147175789
2011-10-06,1.41465473175049,0.699459373950958,0.715195298194885,0,0,0,6734.28173828125,0.159751355648041,0.182030364871025,0.0838794112205505
2011-10-07,1.4894951581955,0.743420720100403,0.746069014072418,5.34282014556589e-06,0,0,6734.31201171875,0.14444862306118,0.181531265377998,0.0838787257671356
2011-10-08,1.63200628757477,0.717151582241058,0.89829338457393,0.0165612134816228,0,0,6734.34228515625,0.181604236364365,0.181049004197121,0.0838780403137207
2011-10-09,1.49407947063446,0.64464271068573,0.848631381988525,0.000805394800911492,0,0,6734.37255859375,0.167111456394196,0.180619671940804,0.0838774517178535
2011-10-10,0.341374069452286,0.138509184122086,0.201765388250351,0.0010994914574396,0,0,6734.40283203125,0.180506005883217,0.180535569787025,0.0838779211044312
2011-10-11,0.978192090988159,0.3717440366745,0.597224221416086,0.00922379457587913,0,0,6734.4326171875,0.222499623894691,0.180293306708336,0.0838777795433998
2011-10-12,0.418152332305908,0.149004757404327,0.264655947934934,0.00449164205514896,0,0,6734.46240234375,0.279923290014267,0.180206850171089,0.083878219127655
2011-10-13,0.884054839611053,0.315829485654831,0.568221662743702,3.71346590078529e-06,0,0,6734.4921875,0.267885148525238,0.180011451244354,0.0838781893253326
2011-10-14,0.860911011695862,0.291902869939804,0.568926998044781,8.11271457256265e-05,0,0,6734.52197265625,0.256434202194214,0.179831370711327,0.0838782116770744
2011-10-15,0.991391181945801,0.331108391284943,0.660280247824187,2.54499972448542e-06,0,0,6734.5517578125,0.24260550737381,0.179623514413834,0.0838781222701073
2011-10-16,1.01843392848969,0.327021658420563,0.691409709766377,2.52562823007077e-06,0,0,6734.58154296875,0.228189289569855,0.179417282342911,0.0838780403137207
2011-10-17,0.987256109714508,0.300244152545929,0.687008290548602,3.68353757094309e-06,0,0,6734.611328125,0.213905736804008,0.179228067398071,0.0838780328631401
2011-10-18,1.17471385002136,0.365069508552551,0.809644304898948,2.32701292708352e-08,0,0,6734.64111328125,0.197179600596428,0.178993299603462,0.0838778764009476
2011-10-19,1.05324709415436,0.347472995519638,0.705771559051672,2.49818137421631e-06,0,0,6734.6708984375,0.182589814066887,0.178769201040268,0.083877719938755
2011-10-20,0.729935228824615,0.241305738687515,0.488624066114426,5.41170568251874e-06,0,0,6734.70068359375,0.172414392232895,0.17861633002758,0.0838778614997864
2011-10-21,0.869274914264679,0.28972664475441,0.57954603433609,2.18800050892864e-06,0,0,6734.73046875,0.160410866141319,0.178429558873177,0.0838778540492058
2011-10-22,0.862920045852661,0.303100198507309,0.559801638126373,1.82306767518248e-05,0,0,6734.76025390625,0.148950040340424,0.178232654929161,0.0838778018951416
